student_id,age,gender,degree_type,stream,year_of_study,college_tier,urban_or_rural,daily_ai_tool_usage_hrs,primary_ai_tools_used,uses_ai_for_assignments,ai_replaces_own_thinking_score,ai_dependency_score,placement_anxiety_score,fear_of_job_loss_to_ai,career_clarity_score,internship_experience,weekly_job_application_count,resume_confidence_score,interview_anxiety_score,daily_study_hours,self_learning_hours_per_week,skill_development_courses_taken,social_media_hrs_per_day,sleep_hours,stress_level,burnout_score,motivation_score,seeks_career_counseling,overall_career_readiness_score
STU_02302,25,Male,B.Tech/B.E.,CS/IT,4,Tier 3,Urban,3.3,ChatGPT,Sometimes,5,10,8,5,4,2,15,2,9,0.0,1.9,0,6.2,6.7,8,10,4,1.0,4.3
STU_02303,22,Female,B.Sc/B.A/B.Com,Commerce/Management,1,Tier 2,Urban,0.0,None,Never,2,1,6,2,5,0,12,3,5,2.2,6.4,2,1.8,6.6,5,3,4,0.0,5.41
STU_02304,21,Male,B.Sc/B.A/B.Com,CS/IT,2,Tier 3,Urban,1.5,ChatGPT,Rarely,1,4,7,4,5,1,10,2,5,2.7,3.0,1,1.1,6.6,2,1,8,0.0,4.41
STU_02305,20,Female,B.Tech/B.E.,Arts/Sciences,1,Tier 2,Urban,2.8,Claude,Sometimes,1,2,3,2,7,2,0,4,5,5.7,10.8,3,1.6,7.1,4,1,10,0.0,7.23
STU_02306,20,Male,B.Tech/B.E.,Commerce/Management,3,Tier 3,Urban,2.4,Gemini,Sometimes,3,3,2,3,10,3,10,5,1,7.1,22.6,2,0.3,6.8,2,1,8,0.0,7.2
STU_02307,22,Male,B.Tech/B.E.,Commerce/Management,3,Tier 3,Urban,1.0,Claude,Rarely,4,5,10,5,5,3,25,4,9,4.5,8.3,2,0.8,7.1,5,5,3,0.0,5.45
STU_02308,26,Male,B.Tech/B.E.,Arts/Sciences,1,Tier 2,Urban,4.4,ChatGPT,Frequently,2,3,1,3,9,1,8,3,5,1.9,4.9,2,3.1,7.7,3,4,6,0.0,6.28
STU_02309,24,Female,B.Sc/B.A/B.Com,CS/IT,1,Tier 2,Urban,4.1,GitHub Copilot,Frequently,4,4,7,3,6,0,18,1,9,5.1,15.4,7,2.5,6.1,6,5,6,0.0,4.83
STU_02310,19,Male,B.Tech/B.E.,Commerce/Management,2,Tier 3,Rural,0.1,None,Never,1,1,9,4,1,2,21,5,7,3.0,13.4,6,1.2,6.9,6,4,7,1.0,6.38
STU_02311,20,Female,MBA,CS/IT,1,Tier 3,Rural,3.4,ChatGPT,Sometimes,5,7,2,5,9,0,5,3,7,1.3,0.2,1,3.4,7.0,3,4,5,1.0,2.47
STU_02312,18,Female,B.Tech/B.E.,Engineering (Non-CS),4,Tier 2,Urban,2.7,Claude,Sometimes,1,3,7,5,7,4,20,5,4,5.4,18.5,7,1.7,7.1,6,5,8,0.0,8.72
STU_02313,20,Female,M.Tech/M.Sc,CS/IT,2,Tier 2,Rural,5.7,ChatGPT,Always,5,7,8,4,6,1,14,3,9,3.5,19.6,2,4.5,5.5,6,6,5,0.0,4.92
STU_02314,21,Female,B.Tech/B.E.,Engineering (Non-CS),4,Tier 1,Urban,0.8,ChatGPT,Rarely,1,1,3,3,7,4,12,5,1,2.8,4.4,3,0.2,6.8,5,3,7,0.0,8.04
STU_02315,21,Male,MBA,CS/IT,2,Tier 3,Urban,5.8,ChatGPT,Always,4,7,6,2,9,2,17,4,4,3.3,19.4,2,0.0,7.2,6,8,5,0.0,7.92
STU_02316,21,Female,M.Tech/M.Sc,Arts/Sciences,1,Tier 2,Rural,1.7,ChatGPT,Rarely,3,4,4,4,5,2,9,2,4,2.8,4.9,1,1.8,6.7,3,2,6,0.0,5.31
STU_02317,20,Female,B.Sc/B.A/B.Com,Commerce/Management,1,Tier 3,Urban,0.3,Claude,Never,1,2,3,3,8,3,6,5,3,3.8,0.0,2,2.1,5.5,4,4,3,0.0,6.84
STU_02318,20,Male,M.Tech/M.Sc,CS/IT,1,Tier 3,Rural,4.4,Claude,Frequently,5,10,10,5,4,0,8,2,10,1.9,2.3,1,4.5,7.9,5,5,2,1.0,6.39
STU_02319,19,Female,M.Tech/M.Sc,CS/IT,2,Tier 2,Urban,5.0,ChatGPT,Frequently,4,7,5,2,6,3,13,5,6,3.4,10.4,1,1.4,7.2,4,7,2,0.0,6.19
STU_02320,25,Male,MBA,CS/IT,1,Tier 2,Urban,0.0,None,Never,2,1,6,4,2,2,12,4,6,1.4,0.0,1,3.3,6.4,6,5,3,0.0,6.46
STU_02321,22,Female,B.Tech/B.E.,Commerce/Management,2,Tier 3,Urban,2.3,ChatGPT,Sometimes,5,7,10,2,5,0,19,1,10,1.1,3.6,1,0.7,6.7,9,10,3,0.0,4.39
STU_02322,20,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),3,Tier 1,Rural,3.4,Claude,Sometimes,4,9,9,5,4,4,12,2,9,3.8,13.0,2,3.3,5.7,1,5,7,0.0,8.32
STU_02323,25,Male,B.Tech/B.E.,Arts/Sciences,2,Tier 3,Urban,2.1,ChatGPT,Rarely,3,4,4,2,7,1,2,4,4,1.9,12.4,4,0.9,6.3,2,5,6,0.0,7.97
STU_02324,21,Male,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,4.7,Claude,Frequently,2,4,9,4,8,0,4,3,10,5.1,15.2,4,0.0,8.9,6,4,10,0.0,5.93
STU_02325,19,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 2,Urban,3.4,ChatGPT,Sometimes,3,5,7,5,6,1,14,2,7,3.4,5.7,2,4.4,6.3,5,6,3,0.0,5.51
STU_02326,18,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Rural,0.6,ChatGPT,Never,3,5,1,2,8,2,3,4,2,3.7,9.1,2,4.0,6.0,4,5,6,0.0,6.87
STU_02327,20,Male,M.Tech/M.Sc,Arts/Sciences,1,Tier 3,Urban,0.1,None,Never,3,4,3,3,4,1,4,2,1,0.3,0.0,0,1.4,9.7,4,4,3,0.0,5.73
STU_02328,23,Male,B.Tech/B.E.,Commerce/Management,1,Tier 2,Urban,0.7,Gemini,Never,1,3,10,4,5,1,3,1,9,1.8,5.4,0,3.1,5.8,7,9,4,1.0,5.28
STU_02329,22,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),3,Tier 1,Rural,5.0,ChatGPT,Frequently,3,7,7,4,4,4,16,5,5,4.2,,3,3.5,7.1,7,6,5,1.0,8.03
STU_02330,21,Male,MBA,Engineering (Non-CS),2,Tier 1,Urban,2.0,Claude,Rarely,2,2,2,3,10,3,10,5,1,5.1,9.3,7,,8.7,4,6,7,0.0,9.38
STU_02331,24,Male,B.Tech/B.E.,Commerce/Management,4,Tier 1,Urban,1.5,ChatGPT,Rarely,1,1,4,5,5,4,24,5,5,3.6,0.0,1,4.4,8.4,1,1,10,1.0,7.95
STU_02332,23,Male,B.Tech/B.E.,Arts/Sciences,3,Tier 3,Urban,1.9,Gemini,Rarely,5,6,8,4,2,1,21,3,7,2.9,1.9,4,2.0,8.4,6,8,2,1.0,3.76
STU_02333,21,Male,B.Tech/B.E.,CS/IT,2,Tier 3,Urban,3.2,ChatGPT,Sometimes,4,6,7,2,4,1,14,1,7,0.0,0.0,0,6.4,6.5,4,4,4,0.0,6.47
STU_02334,20,Female,B.Tech/B.E.,CS/IT,4,Tier 3,Rural,4.5,Perplexity,Frequently,4,9,9,5,3,2,14,4,8,0.0,4.4,1,4.3,8.1,5,6,5,1.0,7.21
STU_02335,19,Male,B.Tech/B.E.,CS/IT,4,Tier 1,Rural,1.1,ChatGPT,Rarely,1,1,8,3,5,4,18,2,10,5.1,9.7,4,4.8,6.4,5,5,8,0.0,9.23
STU_02336,20,Male,B.Tech/B.E.,Engineering (Non-CS),4,Tier 3,Rural,1.3,Gemini,Rarely,4,7,6,5,2,3,9,5,6,2.3,7.3,4,3.2,6.8,5,8,4,0.0,7.16
STU_02337,20,Male,M.Tech/M.Sc,CS/IT,2,Tier 2,Rural,4.2,GitHub Copilot,Frequently,5,7,7,4,6,1,11,3,3,4.8,10.6,3,3.6,7.5,5,6,4,0.0,5.79
STU_02338,20,Female,B.Tech/B.E.,CS/IT,2,Tier 3,Rural,1.3,ChatGPT,Rarely,3,4,8,5,2,2,24,4,7,1.3,0.5,2,4.1,7.2,5,5,6,0.0,6.88
STU_02339,20,Female,B.Tech/B.E.,Engineering (Non-CS),3,Tier 3,Urban,2.4,ChatGPT,Sometimes,2,7,9,5,2,1,15,2,10,2.5,5.9,1,2.9,7.0,6,8,3,0.0,3.37
STU_02340,21,Male,M.Tech/M.Sc,Commerce/Management,2,Tier 1,Urban,1.8,ChatGPT,Rarely,3,4,10,4,5,2,15,2,10,2.9,7.0,0,3.7,6.7,4,6,1,0.0,3.73
STU_02341,21,Female,B.Tech/B.E.,CS/IT,4,Tier 3,Urban,1.3,Gemini,Rarely,2,5,5,4,5,3,17,5,4,2.5,2.4,1,3.4,5.5,4,5,7,0.0,7.61
STU_02342,23,Non-binary,B.Tech/B.E.,Engineering (Non-CS),1,Tier 2,Urban,4.6,ChatGPT,Frequently,3,7,6,4,4,1,6,3,8,3.4,4.4,3,4.0,6.9,5,6,5,0.0,5.48
STU_02343,22,Female,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 3,Rural,0.1,None,Never,1,4,8,3,2,1,12,4,10,2.1,3.2,2,1.8,8.0,7,9,4,1.0,5.31
STU_02344,20,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 3,Urban,2.9,ChatGPT,Sometimes,4,5,4,4,4,2,15,4,6,1.7,11.3,1,4.4,6.1,5,6,4,0.0,5.67
STU_02345,22,Female,B.Tech/B.E.,CS/IT,2,Tier 3,Rural,2.0,Gemini,Rarely,4,4,6,3,3,0,3,2,5,0.0,0.0,0,3.9,9.0,3,5,4,0.0,3.26
STU_02346,21,Female,B.Tech/B.E.,Engineering (Non-CS),4,Tier 1,Urban,0.0,None,Never,2,3,9,2,9,4,21,2,10,5.0,9.4,4,1.2,6.9,4,5,4,0.0,8.5
STU_02347,20,Female,B.Tech/B.E.,CS/IT,2,Tier 2,Urban,1.7,ChatGPT,Rarely,4,6,8,4,5,1,13,3,5,3.3,3.3,1,3.5,,7,6,3,1.0,5.78
STU_02348,24,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),3,Tier 3,Urban,3.2,ChatGPT,Sometimes,4,4,5,2,3,1,21,1,6,0.0,0.0,0,4.0,6.3,3,3,3,0.0,3.97
STU_02349,19,Male,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 2,Urban,3.1,ChatGPT,Sometimes,3,5,5,5,4,2,15,5,4,4.6,10.3,4,4.3,6.6,5,7,5,0.0,6.09
STU_02350,20,Male,B.Tech/B.E.,CS/IT,2,Tier 3,Urban,3.3,Claude,Sometimes,3,1,6,2,4,1,9,2,8,2.1,4.7,1,1.5,5.5,5,3,9,0.0,5.53
STU_02351,20,Female,B.Tech/B.E.,CS/IT,2,Tier 2,Rural,0.3,Gemini,Never,2,5,10,5,7,1,12,3,9,4.2,16.7,3,1.6,6.5,8,6,7,0.0,5.21
STU_02352,19,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Urban,0.4,Gemini,Never,2,4,6,4,7,2,14,5,6,2.3,13.0,2,2.2,7.9,5,5,3,0.0,8.94
STU_02353,20,Female,MBA,Arts/Sciences,2,Tier 3,Rural,2.4,ChatGPT,Sometimes,3,4,1,3,8,2,0,5,1,2.8,8.9,1,3.4,8.6,2,2,6,0.0,9.57
STU_02354,23,Male,M.Tech/M.Sc,Commerce/Management,2,Tier 2,Rural,0.0,None,Never,3,3,6,3,3,0,4,2,8,0.0,0.0,1,1.6,8.7,5,4,2,0.0,5.26
STU_02355,20,Female,B.Tech/B.E.,Commerce/Management,4,Tier 3,Urban,4.2,ChatGPT,Frequently,3,7,5,3,4,4,27,5,5,1.9,15.6,1,2.2,7.5,5,6,5,1.0,7.84
STU_02356,21,Female,MBA,Commerce/Management,1,Tier 3,Urban,0.6,Gemini,Never,2,1,7,1,5,0,10,3,8,1.6,0.0,1,4.3,7.6,5,6,5,0.0,7.09
STU_02357,20,Male,B.Sc/B.A/B.Com,CS/IT,2,Tier 2,Urban,0.0,None,Never,1,1,3,4,3,3,0,5,3,2.6,0.0,2,1.8,8.3,2,2,7,0.0,8.62
STU_02358,21,Male,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Urban,1.6,Gemini,Rarely,4,4,7,4,3,1,9,2,7,1.9,4.4,0,2.1,6.5,5,8,6,0.0,5.02
STU_02359,22,Male,B.Tech/B.E.,CS/IT,1,Tier 1,Urban,6.3,Claude,Always,5,9,8,3,2,1,6,2,9,1.0,0.0,0,7.1,6.7,5,8,1,1.0,4.04
STU_02360,21,Male,B.Sc/B.A/B.Com,CS/IT,1,Tier 1,Urban,1.2,Claude,Rarely,2,1,3,1,5,1,0,4,4,4.2,6.5,5,4.3,6.2,3,3,8,0.0,4.79
STU_02361,20,Male,M.Tech/M.Sc,CS/IT,1,Tier 3,Urban,1.9,Claude,Rarely,2,1,6,1,4,0,6,2,8,0.0,0.0,0,3.0,8.3,2,4,4,0.0,4.31
STU_02362,21,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 2,Rural,3.3,Perplexity,Sometimes,4,8,7,4,2,1,16,4,7,3.1,0.0,0,1.4,6.0,6,7,1,0.0,6.33
STU_02363,22,Male,B.Tech/B.E.,Engineering (Non-CS),3,Tier 3,Urban,1.4,Claude,Rarely,3,4,3,1,3,0,9,1,4,0.5,0.0,0,4.6,8.9,1,2,3,0.0,4.07
STU_02364,21,Male,B.Tech/B.E.,CS/IT,4,Tier 1,Urban,3.2,ChatGPT,Sometimes,2,8,8,5,8,4,9,1,8,4.2,16.0,7,1.7,8.1,4,6,7,0.0,9.34
STU_02365,20,Male,B.Tech/B.E.,Arts/Sciences,2,Tier 2,Urban,1.5,Gemini,Rarely,3,5,3,5,10,1,12,3,6,1.4,3.3,0,2.6,7.8,5,5,5,0.0,5.51
STU_02366,20,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 3,Urban,0.7,ChatGPT,Never,1,2,3,2,5,1,0,5,3,3.5,5.3,2,1.6,6.5,3,2,9,0.0,7.84
STU_02367,21,Female,B.Tech/B.E.,Commerce/Management,1,Tier 3,Urban,2.1,Gemini,Rarely,3,7,2,4,10,0,5,2,10,1.4,2.9,1,2.1,7.1,5,5,5,0.0,3.66
STU_02368,18,Female,M.Tech/M.Sc,CS/IT,1,Tier 3,Rural,4.7,GitHub Copilot,Frequently,5,8,4,2,1,0,10,2,4,0.0,12.5,0,2.9,9.1,1,7,3,1.0,3.69
STU_02369,26,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),3,Tier 3,Urban,0.0,None,Never,1,1,6,1,2,2,18,3,3,1.2,0.0,0,6.3,8.0,4,4,6,0.0,5.75
STU_02370,22,Male,M.Tech/M.Sc,CS/IT,1,Tier 2,Urban,0.0,None,Never,1,2,7,4,8,3,8,4,8,4.9,10.0,2,3.1,6.3,6,5,6,0.0,10.0
STU_02371,19,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Urban,0.0,None,Never,2,1,10,4,1,1,12,2,10,1.4,2.0,3,0.5,7.6,4,5,3,0.0,6.18
STU_02372,21,Male,B.Tech/B.E.,Commerce/Management,2,Tier 2,Rural,2.8,ChatGPT,Sometimes,2,5,7,5,5,2,11,5,8,2.7,4.9,3,4.1,6.0,6,8,1,0.0,8.39
STU_02373,19,Female,B.Tech/B.E.,Commerce/Management,2,Tier 3,Urban,0.6,ChatGPT,Never,3,3,4,2,4,2,5,3,3,1.7,,3,4.4,5.9,5,6,5,0.0,3.96
STU_02374,21,Male,B.Tech/B.E.,CS/IT,4,Tier 2,Urban,3.9,GitHub Copilot,Frequently,3,6,5,3,7,3,19,4,4,2.9,2.6,3,3.6,8.1,4,5,5,0.0,7.91
STU_02375,20,Male,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Rural,1.3,ChatGPT,Rarely,2,2,3,1,6,2,3,3,1,4.1,0.2,3,4.5,7.2,4,4,5,0.0,5.72
STU_02376,19,Female,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Urban,3.1,Gemini,Sometimes,4,7,3,4,9,2,21,3,4,5.5,19.7,2,2.2,6.3,6,4,4,0.0,7.54
STU_02377,23,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 1,Rural,4.5,Claude,Frequently,5,6,4,4,5,4,5,5,3,2.4,14.2,2,1.4,6.7,6,4,4,0.0,8.1
STU_02378,21,Male,B.Tech/B.E.,CS/IT,3,Tier 2,Urban,1.4,Claude,Rarely,4,5,6,3,3,2,13,2,7,0.5,2.0,0,6.3,7.2,3,4,6,0.0,3.63
STU_02379,18,Male,B.Tech/B.E.,Commerce/Management,3,Tier 1,Urban,0.3,Gemini,Never,1,5,5,5,6,3,26,5,4,4.3,4.9,1,2.1,6.6,5,9,4,1.0,8.55
STU_02380,19,Male,B.Tech/B.E.,Engineering (Non-CS),2,Tier 1,Rural,1.8,ChatGPT,Rarely,2,5,8,3,8,3,9,1,8,4.0,2.9,1,1.4,4.8,4,4,6,1.0,8.25
STU_02381,26,Male,M.Tech/M.Sc,Arts/Sciences,2,Tier 3,Rural,4.9,Claude,Frequently,5,7,7,3,3,1,8,3,8,1.7,5.0,0,4.9,7.9,6,9,1,0.0,6.09
STU_02382,19,Male,B.Tech/B.E.,Engineering (Non-CS),3,Tier 3,Urban,0.0,None,Never,2,1,3,1,2,2,15,4,3,0.1,0.0,2,1.4,9.0,4,2,8,0.0,5.5
STU_02383,24,Female,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 1,Urban,2.8,Claude,Sometimes,2,3,1,3,7,4,10,5,2,5.6,11.1,1,4.2,6.4,2,1,7,0.0,7.97
STU_02384,20,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),3,Tier 1,Rural,0.5,ChatGPT,Never,2,3,9,1,2,2,17,2,9,3.4,1.2,2,4.0,7.1,3,4,4,0.0,5.39
STU_02385,26,Male,MBA,Commerce/Management,1,Tier 2,Urban,0.0,None,Never,2,3,8,5,3,3,13,4,6,3.2,0.0,1,2.2,6.1,5,5,5,0.0,7.51
STU_02386,20,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 1,Urban,1.2,ChatGPT,Rarely,3,3,9,3,3,1,16,1,8,3.6,0.4,0,4.8,5.6,5,6,3,1.0,3.75
STU_02387,18,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 3,Urban,3.0,Gemini,Sometimes,2,6,3,1,8,1,5,3,4,1.6,9.2,0,4.6,7.8,2,4,6,0.0,7.97
STU_02388,20,Male,B.Tech/B.E.,CS/IT,4,Tier 3,Urban,4.3,GitHub Copilot,Frequently,3,7,5,3,3,1,15,2,6,0.8,3.9,0,4.4,6.8,3,7,2,0.0,4.44
STU_02389,25,Female,M.Tech/M.Sc,CS/IT,2,Tier 3,Rural,4.9,Claude,Frequently,4,4,4,3,5,2,15,5,5,2.7,14.7,1,2.7,5.6,2,1,8,1.0,6.29
STU_02390,19,Male,B.Tech/B.E.,Engineering (Non-CS),2,Tier 3,Urban,2.6,ChatGPT,Sometimes,3,4,8,4,5,2,18,4,7,3.0,7.0,4,3.9,6.9,7,7,5,1.0,5.39
STU_02391,25,Male,B.Tech/B.E.,Commerce/Management,2,Tier 3,Urban,0.0,None,Never,3,5,10,4,1,1,9,1,10,0.0,0.0,0,2.2,7.4,7,5,3,1.0,3.14
STU_02392,21,Female,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Urban,5.9,GitHub Copilot,Always,4,6,4,4,3,3,16,5,6,2.3,6.5,1,3.2,7.2,2,5,1,0.0,5.46
STU_02393,20,Male,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 2,Urban,3.3,Gemini,Sometimes,5,8,9,5,3,1,12,2,8,0.0,0.0,0,5.5,8.0,4,5,1,0.0,5.42
STU_02394,19,Female,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Rural,0.0,None,Never,3,2,5,3,3,1,0,3,6,0.0,3.6,0,2.4,7.4,3,4,6,0.0,3.53
STU_02395,21,Male,M.Tech/M.Sc,Engineering (Non-CS),2,Tier 3,Urban,0.4,ChatGPT,Never,2,1,1,1,9,1,0,2,2,0.5,3.7,3,1.2,8.9,1,3,7,0.0,7.68
STU_02396,25,Male,B.Tech/B.E.,CS/IT,2,Tier 3,Urban,2.6,ChatGPT,Sometimes,4,5,3,4,8,0,5,1,8,0.0,3.0,0,3.8,9.0,6,7,3,1.0,3.26
STU_02397,19,Female,B.Tech/B.E.,Arts/Sciences,3,Tier 3,Rural,0.5,ChatGPT,Never,4,5,9,4,3,1,17,4,7,0.8,0.1,1,2.0,6.1,6,6,2,0.0,5.5
STU_02398,22,Female,B.Sc/B.A/B.Com,CS/IT,2,Tier 3,Rural,2.5,Gemini,Sometimes,5,6,10,5,4,0,15,2,10,0.3,0.0,0,4.1,7.3,6,10,1,1.0,3.89
STU_02399,25,Female,MBA,CS/IT,1,Tier 3,Urban,2.8,ChatGPT,Sometimes,1,5,7,3,5,2,18,3,6,1.0,8.1,2,5.5,6.0,6,4,3,0.0,4.79
STU_02400,21,Male,MBA,Engineering (Non-CS),1,Tier 3,Urban,1.8,ChatGPT,Rarely,2,6,6,3,7,0,6,1,4,2.0,8.1,3,1.1,6.8,4,9,1,0.0,5.44
STU_02401,26,Female,B.Tech/B.E.,Engineering (Non-CS),3,Tier 3,Urban,2.2,Gemini,Rarely,3,5,8,5,4,1,7,3,7,2.8,2.2,1,4.0,6.8,6,4,4,0.0,4.32
STU_02402,22,Female,B.Tech/B.E.,Engineering (Non-CS),4,Tier 3,Urban,0.3,Perplexity,Never,2,2,4,2,7,3,11,5,5,3.0,2.2,4,1.7,6.5,6,4,3,0.0,7.32
STU_02403,22,Female,B.Tech/B.E.,Arts/Sciences,3,Tier 1,Urban,3.6,ChatGPT,Sometimes,4,8,7,5,3,3,24,3,5,2.8,4.2,0,4.7,6.6,5,4,4,0.0,5.75
STU_02404,24,Female,B.Sc/B.A/B.Com,CS/IT,2,Tier 1,Rural,2.6,ChatGPT,Sometimes,3,5,2,3,8,3,6,4,1,4.4,9.2,0,,8.1,4,2,6,,5.74
STU_02405,23,Male,B.Tech/B.E.,CS/IT,2,Tier 2,Rural,2.9,ChatGPT,Sometimes,3,4,3,2,9,1,0,3,3,5.9,19.0,4,,5.8,4,4,9,0.0,7.69
STU_02406,19,Female,B.Tech/B.E.,CS/IT,4,Tier 3,Rural,4.3,GitHub Copilot,Frequently,2,5,7,4,7,3,27,5,8,3.1,13.8,4,0.0,8.1,6,6,6,0.0,8.18
STU_02407,21,Female,MBA,CS/IT,1,Tier 3,Rural,3.4,ChatGPT,Sometimes,5,9,10,5,2,1,13,2,10,0.5,2.4,0,4.2,4.5,7,9,1,1.0,4.83
STU_02408,21,Male,B.Sc/B.A/B.Com,Arts/Sciences,1,Tier 3,Rural,0.7,Claude,Never,2,2,5,2,7,2,3,5,4,3.1,11.3,2,1.1,8.2,5,6,6,0.0,7.58
STU_02409,22,Female,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,0.0,None,Never,1,1,9,3,3,2,6,3,9,3.5,0.0,0,1.3,6.8,6,6,3,1.0,5.46
STU_02410,24,Male,M.Tech/M.Sc,Commerce/Management,1,Tier 3,Urban,0.0,None,Never,1,2,9,3,1,0,16,3,8,2.4,2.0,2,6.4,6.9,7,6,1,0.0,5.0
STU_02411,21,Female,B.Tech/B.E.,Arts/Sciences,2,Tier 2,Urban,0.0,None,Never,1,1,8,4,5,2,10,4,7,3.0,0.0,3,1.3,6.7,6,4,6,0.0,6.11
STU_02412,19,Female,B.Tech/B.E.,Arts/Sciences,4,Tier 2,Urban,0.0,None,Never,1,3,5,4,4,4,19,5,5,5.1,2.0,6,0.9,5.8,7,7,7,1.0,7.13
STU_02413,19,Male,B.Tech/B.E.,Engineering (Non-CS),3,Tier 3,Urban,0.0,None,Never,3,5,9,5,3,1,18,3,7,0.7,0.0,0,,7.5,4,7,1,1.0,5.56
STU_02414,21,Male,M.Tech/M.Sc,CS/IT,2,Tier 3,Rural,0.4,ChatGPT,Never,1,1,7,3,3,0,6,3,6,0.0,3.2,1,2.8,6.6,5,4,3,1.0,4.56
STU_02415,22,Male,B.Tech/B.E.,Commerce/Management,3,Tier 3,Rural,0.2,Gemini,Never,1,2,10,5,4,2,21,5,7,3.4,4.6,9,2.0,7.3,7,8,4,1.0,7.49
STU_02416,21,Male,B.Tech/B.E.,CS/IT,2,Tier 1,Urban,0.1,None,Never,3,2,10,4,6,3,0,2,8,5.2,18.0,1,2.4,6.7,6,7,3,0.0,9.13
STU_02417,23,Male,B.Tech/B.E.,CS/IT,2,Tier 2,Urban,5.7,ChatGPT,Always,3,3,3,4,8,2,0,4,3,6.1,9.3,1,0.4,6.9,6,4,5,0.0,6.58
STU_02418,19,Female,M.Tech/M.Sc,Arts/Sciences,1,Tier 2,Urban,1.0,Gemini,Rarely,2,3,7,4,6,1,16,2,7,1.3,1.2,2,2.4,7.0,5,4,8,0.0,5.34
STU_02419,24,Female,B.Tech/B.E.,Commerce/Management,2,Tier 1,Urban,0.0,None,Never,2,1,10,3,5,3,8,2,9,4.6,4.3,1,0.8,6.6,4,5,7,0.0,6.17
STU_02420,22,Female,B.Tech/B.E.,Arts/Sciences,2,Tier 2,Rural,1.1,Gemini,Rarely,1,3,5,4,3,2,5,3,6,0.0,2.5,1,4.0,8.7,3,6,4,0.0,5.45
STU_02421,20,Female,MBA,Arts/Sciences,1,Tier 3,Urban,3.2,ChatGPT,Sometimes,3,4,7,4,6,1,7,4,9,4.7,6.5,4,1.4,8.2,6,6,7,1.0,7.03
STU_02422,22,Male,MBA,Engineering (Non-CS),2,Tier 1,Urban,1.6,Gemini,Rarely,4,5,3,4,8,3,0,5,5,5.3,9.9,6,1.2,6.4,5,8,5,0.0,7.64
STU_02423,27,Female,B.Sc/B.A/B.Com,Commerce/Management,1,Tier 2,Rural,0.2,ChatGPT,Never,2,3,3,2,5,2,8,3,2,3.0,1.8,1,2.7,5.8,1,4,3,0.0,7.57
STU_02424,18,Male,MBA,Commerce/Management,2,Tier 2,Urban,0.9,Perplexity,Rarely,1,3,7,5,2,1,5,4,6,4.1,5.9,5,3.3,7.1,5,5,3,1.0,5.6
STU_02425,20,Male,M.Tech/M.Sc,CS/IT,1,Tier 2,Urban,2.4,GitHub Copilot,Sometimes,4,4,4,3,6,2,3,2,1,2.8,1.9,0,2.4,7.0,4,4,4,0.0,6.15
STU_02426,21,Male,B.Tech/B.E.,Engineering (Non-CS),4,Tier 2,Urban,0.0,None,Never,1,1,5,4,5,2,24,5,4,4.7,0.0,5,2.5,6.8,5,6,4,0.0,6.13
STU_02427,23,Female,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Urban,1.7,ChatGPT,Rarely,2,5,4,3,7,3,24,5,5,2.8,7.3,2,2.1,7.6,4,1,6,0.0,9.3
STU_02428,22,Female,M.Tech/M.Sc,Arts/Sciences,1,Tier 3,Urban,1.9,Gemini,Rarely,2,4,10,4,3,0,18,4,10,2.1,6.6,2,1.9,7.0,6,7,3,1.0,4.88
STU_02429,24,Female,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 3,Rural,3.3,Gemini,Sometimes,3,5,1,1,7,2,2,4,1,3.7,11.6,5,1.1,8.1,5,6,5,0.0,5.91
STU_02430,20,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 3,Urban,3.1,GitHub Copilot,Sometimes,4,6,8,5,1,2,28,3,5,3.0,8.4,1,3.9,7.3,6,8,1,0.0,3.11
